id,avgscore,level,class,file,,,,,,,
314426,6.4,high,3,314426.jpg,,,,,,,
314431,6.59,high,3,314431.jpg,,,,,,,
314436,6.69,high,3,314436.jpg,,,,,,,
314437,6.74,high,3,314437.jpg,,,,,,,
314438,6.49,high,3,314438.jpg,,,,,,,
314447,4.26,low,2,314447.jpg,,,,,,,
314448,7.58,high,4,314448.jpg,,,,,,,
314477,6.6,high,3,314477.jpg,,,,,,,
314479,6.41,high,3,314479.jpg,,,,,,,
314484,6.88,high,3,314484.jpg,,,,,,,
314486,6.47,high,3,314486.jpg,,,,,,,
314487,6.88,high,3,314487.jpg,,,,,,,
314489,6.58,high,3,314489.jpg,,,,,,,
314492,6.49,high,3,314492.jpg,,,,,,,
314493,7.48,high,4,314493.jpg,,,,,,,
314497,6.56,high,3,314497.jpg,,,,,,,
314499,4.45,low,2,314499.jpg,,,,,,,
314504,4.34,low,2,314504.jpg,,,,,,,
314515,6.33,high,3,314515.jpg,,,,,,,
314529,6.51,high,3,314529.jpg,,,,,,,
314537,4.09,low,2,314537.jpg,,,,,,,
314539,6.37,high,3,314539.jpg,,,,,,,
314544,6.46,high,3,314544.jpg,,,,,,,
314546,4.34,low,2,314546.jpg,,,,,,,
314554,6.38,high,3,314554.jpg,,,,,,,
314563,4.4,low,2,314563.jpg,,,,,,,
314581,6.38,high,3,314581.jpg,,,,,,,
314597,6.31,high,3,314597.jpg,,,,,,,
314600,6.46,high,3,314600.jpg,,,,,,,
314604,3.87,low,2,314604.jpg,,,,,,,
314605,4.38,low,2,314605.jpg,,,,,,,
314613,7.32,high,4,314613.jpg,,,,,,,
314628,7.3,high,4,314628.jpg,,,,,,,
314630,4.29,low,2,314630.jpg,,,,,,,
314631,6.92,high,3,314631.jpg,,,,,,,
314633,6.43,high,3,314633.jpg,,,,,,,
314640,6.8,high,3,314640.jpg,,,,,,,
314648,6.43,high,3,314648.jpg,,,,,,,
314664,6.54,high,3,314664.jpg,,,,,,,
314674,6.67,high,3,314674.jpg,,,,,,,
314707,6.34,high,3,314707.jpg,,,,,,,
314709,6.49,high,3,314709.jpg,,,,,,,
314718,6.31,high,3,314718.jpg,,,,,,,
314726,3.63,low,2,314726.jpg,,,,,,,
314733,3.48,low,2,314733.jpg,,,,,,,
314737,6.36,high,3,314737.jpg,,,,,,,
314758,7.76,high,4,314758.jpg,,,,,,,
314780,6.82,high,3,314780.jpg,,,,,,,
314785,7.31,high,4,314785.jpg,,,,,,,
314788,6.6,high,3,314788.jpg,,,,,,,
314796,6.57,high,3,314796.jpg,,,,,,,
314819,6.76,high,3,314819.jpg,,,,,,,
314827,6.48,high,3,314827.jpg,,,,,,,
314829,6.94,high,3,314829.jpg,,,,,,,
314831,6.63,high,3,314831.jpg,,,,,,,
314836,4.36,low,2,314836.jpg,,,,,,,
314855,6.92,high,3,314855.jpg,,,,,,,
314858,4.15,low,2,314858.jpg,,,,,,,
314884,6.42,high,3,314884.jpg,,,,,,,
314893,6.4,high,3,314893.jpg,,,,,,,
314934,6.38,high,3,314934.jpg,,,,,,,
314938,4.39,low,2,314938.jpg,,,,,,,
314939,4.43,low,2,314939.jpg,,,,,,,
315004,4.23,low,2,315004.jpg,,,,,,,
315006,4.3,low,2,315006.jpg,,,,,,,
315015,4.09,low,2,315015.jpg,,,,,,,
315025,6.45,high,3,315025.jpg,,,,,,,
315027,6.54,high,3,315027.jpg,,,,,,,
315029,6.42,high,3,315029.jpg,,,,,,,
315031,3.99,low,2,315031.jpg,,,,,,,
315036,6.41,high,3,315036.jpg,,,,,,,
315045,3.67,low,2,315045.jpg,,,,,,,
315095,4,low,2,315095.jpg,,,,,,,
315132,4.21,low,2,315132.jpg,,,,,,,
315141,4.45,low,2,315141.jpg,,,,,,,
315142,4.09,low,2,315142.jpg,,,,,,,
315169,6.36,high,3,315169.jpg,,,,,,,
315186,4.35,low,2,315186.jpg,,,,,,,
315226,6.58,high,3,315226.jpg,,,,,,,
315265,4.39,low,2,315265.jpg,,,,,,,
315307,7.22,high,4,315307.jpg,,,,,,,
315314,4.37,low,2,315314.jpg,,,,,,,
315321,4.11,low,2,315321.jpg,,,,,,,
315328,4.32,low,2,315328.jpg,,,,,,,
315330,4.15,low,2,315330.jpg,,,,,,,
315365,6.33,high,3,315365.jpg,,,,,,,
315383,6.81,high,3,315383.jpg,,,,,,,
315389,3.92,low,2,315389.jpg,,,,,,,
315392,4.02,low,2,315392.jpg,,,,,,,
315410,6.34,high,3,315410.jpg,,,,,,,
315438,6.47,high,3,315438.jpg,,,,,,,
315476,4.37,low,2,315476.jpg,,,,,,,
315495,4.08,low,2,315495.jpg,,,,,,,
315497,4.24,low,2,315497.jpg,,,,,,,
315561,3.99,low,2,315561.jpg,,,,,,,
315582,3.93,low,2,315582.jpg,,,,,,,
315590,7.06,high,4,315590.jpg,,,,,,,
315597,4.14,low,2,315597.jpg,,,,,,,
315598,6.47,high,3,315598.jpg,,,,,,,
315635,4.06,low,2,315635.jpg,,,,,,,
315638,6.56,high,3,315638.jpg,,,,,,,
315639,3.89,low,2,315639.jpg,,,,,,,
315642,6.47,high,3,315642.jpg,,,,,,,
315654,4.13,low,2,315654.jpg,,,,,,,
315672,4.25,low,2,315672.jpg,,,,,,,
315673,3.99,low,2,315673.jpg,,,,,,,
315679,6.41,high,3,315679.jpg,,,,,,,
315733,6.54,high,3,315733.jpg,,,,,,,
315751,4.28,low,2,315751.jpg,,,,,,,
315764,3.76,low,2,315764.jpg,,,,,,,
315800,4.24,low,2,315800.jpg,,,,,,,
315803,6.73,high,3,315803.jpg,,,,,,,
315815,4.18,low,2,315815.jpg,,,,,,,
315817,6.35,high,3,315817.jpg,,,,,,,
315829,4.34,low,2,315829.jpg,,,,,,,
315848,6.35,high,3,315848.jpg,,,,,,,
315855,6.66,high,3,315855.jpg,,,,,,,
315899,3.91,low,2,315899.jpg,,,,,,,
315906,4.32,low,2,315906.jpg,,,,,,,
315936,4.42,low,2,315936.jpg,,,,,,,
315955,4.25,low,2,315955.jpg,,,,,,,
315958,6.44,high,3,315958.jpg,,,,,,,
315970,4.3,low,2,315970.jpg,,,,,,,
315990,4.1,low,2,315990.jpg,,,,,,,
316006,3.55,low,2,316006.jpg,,,,,,,
316015,4.1,low,2,316015.jpg,,,,,,,
316079,3.82,low,2,316079.jpg,,,,,,,
316081,3.76,low,2,316081.jpg,,,,,,,
316153,4.31,low,2,316153.jpg,,,,,,,
316157,6.65,high,3,316157.jpg,,,,,,,
316190,3.62,low,2,316190.jpg,,,,,,,
316213,4.14,low,2,316213.jpg,,,,,,,
316223,6.43,high,3,316223.jpg,,,,,,,
316245,4.03,low,2,316245.jpg,,,,,,,
316307,8.2,high,4,316307.jpg,,,,,,,
316313,6.78,high,3,316313.jpg,,,,,,,
316332,4.34,low,2,316332.jpg,,,,,,,
316337,7.21,high,4,316337.jpg,,,,,,,
316341,6.31,high,3,316341.jpg,,,,,,,
316351,6.33,high,3,316351.jpg,,,,,,,
316352,3.13,low,2,316352.jpg,,,,,,,
316354,6.48,high,3,316354.jpg,,,,,,,
316356,6.45,high,3,316356.jpg,,,,,,,
316362,6.54,high,3,316362.jpg,,,,,,,
316363,6.75,high,3,316363.jpg,,,,,,,
316366,4.43,low,2,316366.jpg,,,,,,,
316386,4.13,low,2,316386.jpg,,,,,,,
316392,3.6,low,2,316392.jpg,,,,,,,
316393,4.17,low,2,316393.jpg,,,,,,,
316401,2.67,low,1,316401.jpg,,,,,,,
316405,3.82,low,2,316405.jpg,,,,,,,
316420,3.81,low,2,316420.jpg,,,,,,,
316424,4.04,low,2,316424.jpg,,,,,,,
316427,4.25,low,2,316427.jpg,,,,,,,
316513,3.98,low,2,316513.jpg,,,,,,,
316514,4.07,low,2,316514.jpg,,,,,,,
316517,3.65,low,2,316517.jpg,,,,,,,
316522,7.11,high,4,316522.jpg,,,,,,,
316527,7.2,high,4,316527.jpg,,,,,,,
316529,3.89,low,2,316529.jpg,,,,,,,
316583,4.18,low,2,316583.jpg,,,,,,,
316598,4.42,low,2,316598.jpg,,,,,,,
316604,4.05,low,2,316604.jpg,,,,,,,
316609,3.51,low,2,316609.jpg,,,,,,,
316623,3.97,low,2,316623.jpg,,,,,,,
316660,4.35,low,2,316660.jpg,,,,,,,
316676,4.26,low,2,316676.jpg,,,,,,,
316685,6.5,high,3,316685.jpg,,,,,,,
316690,4.44,low,2,316690.jpg,,,,,,,
316692,6.67,high,3,316692.jpg,,,,,,,
316703,6.56,high,3,316703.jpg,,,,,,,
316713,6.49,high,3,316713.jpg,,,,,,,
316724,3.97,low,2,316724.jpg,,,,,,,
316734,4.25,low,2,316734.jpg,,,,,,,
316751,6.63,high,3,316751.jpg,,,,,,,
316761,4.34,low,2,316761.jpg,,,,,,,
316782,4.2,low,2,316782.jpg,,,,,,,
316796,4.38,low,2,316796.jpg,,,,,,,
316818,3.8,low,2,316818.jpg,,,,,,,
316819,3.74,low,2,316819.jpg,,,,,,,
316820,6.74,high,3,316820.jpg,,,,,,,
316821,2.62,low,1,316821.jpg,,,,,,,
316831,3.89,low,2,316831.jpg,,,,,,,
316849,3.91,low,2,316849.jpg,,,,,,,
316851,4.03,low,2,316851.jpg,,,,,,,
316856,6.52,high,3,316856.jpg,,,,,,,
316867,6.52,high,3,316867.jpg,,,,,,,
316872,3.83,low,2,316872.jpg,,,,,,,
316881,3.94,low,2,316881.jpg,,,,,,,
316884,4.23,low,2,316884.jpg,,,,,,,
316891,4.27,low,2,316891.jpg,,,,,,,
316893,4.14,low,2,316893.jpg,,,,,,,
316895,4.35,low,2,316895.jpg,,,,,,,
316959,6.61,high,3,316959.jpg,,,,,,,
316960,3.79,low,2,316960.jpg,,,,,,,
316992,3.44,low,2,316992.jpg,,,,,,,
317041,2.81,low,1,317041.jpg,,,,,,,
317125,6.44,high,3,317125.jpg,,,,,,,
317191,6.37,high,3,317191.jpg,,,,,,,
317194,4.41,low,2,317194.jpg,,,,,,,
317274,6.4,high,3,317274.jpg,,,,,,,
317276,3.54,low,2,317276.jpg,,,,,,,
317287,7.22,high,4,317287.jpg,,,,,,,
317288,6.54,high,3,317288.jpg,,,,,,,
317301,6.52,high,3,317301.jpg,,,,,,,
317321,7.29,high,4,317321.jpg,,,,,,,
317323,3.98,low,2,317323.jpg,,,,,,,
317329,6.49,high,3,317329.jpg,,,,,,,
317361,6.45,high,3,317361.jpg,,,,,,,
317419,4.12,low,2,317419.jpg,,,,,,,
317447,6.46,high,3,317447.jpg,,,,,,,
317456,6.93,high,3,317456.jpg,,,,,,,
317457,3.95,low,2,317457.jpg,,,,,,,
317487,6.62,high,3,317487.jpg,,,,,,,
317495,6.6,high,3,317495.jpg,,,,,,,
317497,6.83,high,3,317497.jpg,,,,,,,
317515,4.26,low,2,317515.jpg,,,,,,,
317545,6.7,high,3,317545.jpg,,,,,,,
317551,4.36,low,2,317551.jpg,,,,,,,
317553,4.33,low,2,317553.jpg,,,,,,,
317616,4.43,low,2,317616.jpg,,,,,,,
317622,4.44,low,2,317622.jpg,,,,,,,
317625,4.34,low,2,317625.jpg,,,,,,,
317626,3.71,low,2,317626.jpg,,,,,,,
317658,3.57,low,2,317658.jpg,,,,,,,
317662,7.15,high,4,317662.jpg,,,,,,,
317671,4.39,low,2,317671.jpg,,,,,,,
317702,6.38,high,3,317702.jpg,,,,,,,
317711,3.54,low,2,317711.jpg,,,,,,,
317719,7.07,high,4,317719.jpg,,,,,,,
317746,6.46,high,3,317746.jpg,,,,,,,
317747,4.45,low,2,317747.jpg,,,,,,,
317757,6.34,high,3,317757.jpg,,,,,,,
317760,4.33,low,2,317760.jpg,,,,,,,
317769,6.62,high,3,317769.jpg,,,,,,,
317772,3.21,low,2,317772.jpg,,,,,,,
317783,4.43,low,2,317783.jpg,,,,,,,
317794,4.39,low,2,317794.jpg,,,,,,,
317797,7.27,high,4,317797.jpg,,,,,,,
317803,6.55,high,3,317803.jpg,,,,,,,
317810,6.39,high,3,317810.jpg,,,,,,,
317861,2.84,low,1,317861.jpg,,,,,,,
317953,4.3,low,2,317953.jpg,,,,,,,
318001,4.01,low,2,318001.jpg,,,,,,,
318050,4.26,low,2,318050.jpg,,,,,,,
318058,6.9,high,3,318058.jpg,,,,,,,
318086,3.75,low,2,318086.jpg,,,,,,,
318101,4.28,low,2,318101.jpg,,,,,,,
318104,3.92,low,2,318104.jpg,,,,,,,
318129,4.35,low,2,318129.jpg,,,,,,,
318212,4.1,low,2,318212.jpg,,,,,,,
318247,6.61,high,3,318247.jpg,,,,,,,
318308,3.34,low,2,318308.jpg,,,,,,,
318320,4.31,low,2,318320.jpg,,,,,,,
318354,6.66,high,3,318354.jpg,,,,,,,
318376,3.46,low,2,318376.jpg,,,,,,,
318381,6.39,high,3,318381.jpg,,,,,,,
318386,3.22,low,2,318386.jpg,,,,,,,
318389,4.28,low,2,318389.jpg,,,,,,,
318501,6.56,high,3,318501.jpg,,,,,,,
318505,3.93,low,2,318505.jpg,,,,,,,
318553,3.99,low,2,318553.jpg,,,,,,,
318577,4,low,2,318577.jpg,,,,,,,
318578,7.18,high,4,318578.jpg,,,,,,,
318588,4.17,low,2,318588.jpg,,,,,,,
318592,6.5,high,3,318592.jpg,,,,,,,
318620,6.47,high,3,318620.jpg,,,,,,,
318637,6.53,high,3,318637.jpg,,,,,,,
318661,7.04,high,4,318661.jpg,,,,,,,
318676,6.37,high,3,318676.jpg,,,,,,,
318698,6.62,high,3,318698.jpg,,,,,,,
318700,4.26,low,2,318700.jpg,,,,,,,
318701,3.91,low,2,318701.jpg,,,,,,,
318715,6.52,high,3,318715.jpg,,,,,,,
318759,6.79,high,3,318759.jpg,,,,,,,
318773,3.92,low,2,318773.jpg,,,,,,,
318856,4.15,low,2,318856.jpg,,,,,,,
318860,4.14,low,2,318860.jpg,,,,,,,
318865,4.39,low,2,318865.jpg,,,,,,,
318884,6.74,high,3,318884.jpg,,,,,,,
318890,7.27,high,4,318890.jpg,,,,,,,
318904,2.98,low,1,318904.jpg,,,,,,,
318912,6.86,high,3,318912.jpg,,,,,,,
318915,3.65,low,2,318915.jpg,,,,,,,
318923,3.73,low,2,318923.jpg,,,,,,,
318936,6.39,high,3,318936.jpg,,,,,,,
318950,6.72,high,3,318950.jpg,,,,,,,
318958,7.05,high,4,318958.jpg,,,,,,,
318976,6.72,high,3,318976.jpg,,,,,,,
318984,4.46,low,2,318984.jpg,,,,,,,
318991,6.67,high,3,318991.jpg,,,,,,,
318997,6.37,high,3,318997.jpg,,,,,,,
319004,4.03,low,2,319004.jpg,,,,,,,
319012,4.12,low,2,319012.jpg,,,,,,,
319018,4.36,low,2,319018.jpg,,,,,,,
319060,2.97,low,1,319060.jpg,,,,,,,
319117,3.87,low,2,319117.jpg,,,,,,,
319146,4.37,low,2,319146.jpg,,,,,,,
319200,3.54,low,2,319200.jpg,,,,,,,
319204,3.43,low,2,319204.jpg,,,,,,,
319227,4.36,low,2,319227.jpg,,,,,,,
319229,4.34,low,2,319229.jpg,,,,,,,
319265,4.04,low,2,319265.jpg,,,,,,,
319283,4.26,low,2,319283.jpg,,,,,,,
319310,7.12,high,4,319310.jpg,,,,,,,
319335,4.33,low,2,319335.jpg,,,,,,,
319345,4.15,low,2,319345.jpg,,,,,,,
319348,3.71,low,2,319348.jpg,,,,,,,
319385,4.15,low,2,319385.jpg,,,,,,,
319388,4.32,low,2,319388.jpg,,,,,,,
319391,3.13,low,2,319391.jpg,,,,,,,
319423,3.72,low,2,319423.jpg,,,,,,,
319535,3.69,low,2,319535.jpg,,,,,,,
319546,3.85,low,2,319546.jpg,,,,,,,
319558,6.63,high,3,319558.jpg,,,,,,,
319572,4.41,low,2,319572.jpg,,,,,,,
319585,3.97,low,2,319585.jpg,,,,,,,
319586,4.04,low,2,319586.jpg,,,,,,,
319595,4.28,low,2,319595.jpg,,,,,,,
319596,3.87,low,2,319596.jpg,,,,,,,
319598,4.4,low,2,319598.jpg,,,,,,,
319601,4.17,low,2,319601.jpg,,,,,,,
319605,4.3,low,2,319605.jpg,,,,,,,
319606,4.03,low,2,319606.jpg,,,,,,,
319615,4,low,2,319615.jpg,,,,,,,
319619,3.79,low,2,319619.jpg,,,,,,,
319621,4.23,low,2,319621.jpg,,,,,,,
319625,3.98,low,2,319625.jpg,,,,,,,
319636,3.64,low,2,319636.jpg,,,,,,,
319639,6.52,high,3,319639.jpg,,,,,,,
319641,6.36,high,3,319641.jpg,,,,,,,
319642,4.23,low,2,319642.jpg,,,,,,,
319658,3.72,low,2,319658.jpg,,,,,,,
319664,3.89,low,2,319664.jpg,,,,,,,
319692,3.85,low,2,319692.jpg,,,,,,,
319708,6.7,high,3,319708.jpg,,,,,,,
319720,4.32,low,2,319720.jpg,,,,,,,
319731,4.01,low,2,319731.jpg,,,,,,,
319734,4.12,low,2,319734.jpg,,,,,,,
319760,6.66,high,3,319760.jpg,,,,,,,
319773,6.34,high,3,319773.jpg,,,,,,,
319777,4.35,low,2,319777.jpg,,,,,,,
319785,3.83,low,2,319785.jpg,,,,,,,
319788,3.62,low,2,319788.jpg,,,,,,,
319816,3.98,low,2,319816.jpg,,,,,,,
319871,6.32,high,3,319871.jpg,,,,,,,
319875,6.39,high,3,319875.jpg,,,,,,,
319889,4.46,low,2,319889.jpg,,,,,,,
319890,4.4,low,2,319890.jpg,,,,,,,
319894,7.3,high,4,319894.jpg,,,,,,,
319904,4.28,low,2,319904.jpg,,,,,,,
319912,4.03,low,2,319912.jpg,,,,,,,
319914,3.99,low,2,319914.jpg,,,,,,,
319930,3.97,low,2,319930.jpg,,,,,,,
319933,3.9,low,2,319933.jpg,,,,,,,
319934,6.45,high,3,319934.jpg,,,,,,,
319944,4.46,low,2,319944.jpg,,,,,,,
319955,4.04,low,2,319955.jpg,,,,,,,
319970,3.68,low,2,319970.jpg,,,,,,,
319973,3.78,low,2,319973.jpg,,,,,,,
319995,4.43,low,2,319995.jpg,,,,,,,
320002,4.44,low,2,320002.jpg,,,,,,,
320004,4.16,low,2,320004.jpg,,,,,,,
320009,3.9,low,2,320009.jpg,,,,,,,
320025,3.9,low,2,320025.jpg,,,,,,,
320026,3.49,low,2,320026.jpg,,,,,,,
320047,7.25,high,4,320047.jpg,,,,,,,
320054,3.78,low,2,320054.jpg,,,,,,,
320058,3.39,low,2,320058.jpg,,,,,,,
320090,6.33,high,3,320090.jpg,,,,,,,
320124,2.91,low,1,320124.jpg,,,,,,,
320148,4.43,low,2,320148.jpg,,,,,,,
320187,6.37,high,3,320187.jpg,,,,,,,
320326,3.93,low,2,320326.jpg,,,,,,,
320380,6.55,high,3,320380.jpg,,,,,,,
320462,4.44,low,2,320462.jpg,,,,,,,
320499,4.37,low,2,320499.jpg,,,,,,,
320564,4.17,low,2,320564.jpg,,,,,,,
320606,6.57,high,3,320606.jpg,,,,,,,
320822,6.71,high,3,320822.jpg,,,,,,,
320846,6.54,high,3,320846.jpg,,,,,,,
320866,4.38,low,2,320866.jpg,,,,,,,
320887,4.34,low,2,320887.jpg,,,,,,,
320906,6.72,high,3,320906.jpg,,,,,,,
320925,6.89,high,3,320925.jpg,,,,,,,
320965,7.09,high,4,320965.jpg,,,,,,,
320967,6.51,high,3,320967.jpg,,,,,,,
320981,4.28,low,2,320981.jpg,,,,,,,
321016,3.54,low,2,321016.jpg,,,,,,,
321020,6.84,high,3,321020.jpg,,,,,,,
321050,4.27,low,2,321050.jpg,,,,,,,
321063,4.38,low,2,321063.jpg,,,,,,,
321211,4.2,low,2,321211.jpg,,,,,,,
321223,6.35,high,3,321223.jpg,,,,,,,
321229,7.02,high,4,321229.jpg,,,,,,,
321236,6.41,high,3,321236.jpg,,,,,,,
321253,6.9,high,3,321253.jpg,,,,,,,
321309,6.76,high,3,321309.jpg,,,,,,,
321310,6.77,high,3,321310.jpg,,,,,,,
321312,6.52,high,3,321312.jpg,,,,,,,
321315,6.41,high,3,321315.jpg,,,,,,,
321324,6.88,high,3,321324.jpg,,,,,,,
321328,7.42,high,4,321328.jpg,,,,,,,
321369,6.37,high,3,321369.jpg,,,,,,,
321379,4.4,low,2,321379.jpg,,,,,,,
321414,4.44,low,2,321414.jpg,,,,,,,
321428,3.97,low,2,321428.jpg,,,,,,,
321457,3.91,low,2,321457.jpg,,,,,,,
321464,4.25,low,2,321464.jpg,,,,,,,
321476,6.85,high,3,321476.jpg,,,,,,,
321483,6.92,high,3,321483.jpg,,,,,,,
321496,3.35,low,2,321496.jpg,,,,,,,
321512,4.31,low,2,321512.jpg,,,,,,,
321519,4.06,low,2,321519.jpg,,,,,,,
321597,4.01,low,2,321597.jpg,,,,,,,
321602,4.37,low,2,321602.jpg,,,,,,,
321604,6.75,high,3,321604.jpg,,,,,,,
321625,6.51,high,3,321625.jpg,,,,,,,
321678,6.46,high,3,321678.jpg,,,,,,,
321680,6.37,high,3,321680.jpg,,,,,,,
321684,3.97,low,2,321684.jpg,,,,,,,
321726,6.82,high,3,321726.jpg,,,,,,,
321730,4.11,low,2,321730.jpg,,,,,,,
321758,4.25,low,2,321758.jpg,,,,,,,
321776,6.94,high,3,321776.jpg,,,,,,,
321794,6.67,high,3,321794.jpg,,,,,,,
321858,6.63,high,3,321858.jpg,,,,,,,
321860,4.42,low,2,321860.jpg,,,,,,,
321872,6.8,high,3,321872.jpg,,,,,,,
321873,7.07,high,4,321873.jpg,,,,,,,
321874,6.54,high,3,321874.jpg,,,,,,,
321878,6.59,high,3,321878.jpg,,,,,,,
321898,6.46,high,3,321898.jpg,,,,,,,
321907,4.22,low,2,321907.jpg,,,,,,,
321911,4.36,low,2,321911.jpg,,,,,,,
321912,6.44,high,3,321912.jpg,,,,,,,
321916,3.96,low,2,321916.jpg,,,,,,,
321925,4.25,low,2,321925.jpg,,,,,,,
321955,6.32,high,3,321955.jpg,,,,,,,
321957,3.93,low,2,321957.jpg,,,,,,,
321967,6.35,high,3,321967.jpg,,,,,,,
322007,4.22,low,2,322007.jpg,,,,,,,
322008,6.36,high,3,322008.jpg,,,,,,,
322014,6.63,high,3,322014.jpg,,,,,,,
322036,4.32,low,2,322036.jpg,,,,,,,
322050,4.38,low,2,322050.jpg,,,,,,,
322092,7.11,high,4,322092.jpg,,,,,,,
322098,4.27,low,2,322098.jpg,,,,,,,
322169,3.41,low,2,322169.jpg,,,,,,,
322220,6.66,high,3,322220.jpg,,,,,,,
322248,3.88,low,2,322248.jpg,,,,,,,
322280,4.24,low,2,322280.jpg,,,,,,,
322282,4.41,low,2,322282.jpg,,,,,,,
322292,3.65,low,2,322292.jpg,,,,,,,
322320,6.89,high,3,322320.jpg,,,,,,,
322325,4.36,low,2,322325.jpg,,,,,,,
322349,3.68,low,2,322349.jpg,,,,,,,
322356,6.52,high,3,322356.jpg,,,,,,,
322357,4.36,low,2,322357.jpg,,,,,,,
322374,4.15,low,2,322374.jpg,,,,,,,
322375,6.42,high,3,322375.jpg,,,,,,,
322415,4.43,low,2,322415.jpg,,,,,,,
322457,6.32,high,3,322457.jpg,,,,,,,
322479,4.44,low,2,322479.jpg,,,,,,,
322490,4.08,low,2,322490.jpg,,,,,,,
322524,3.97,low,2,322524.jpg,,,,,,,
322548,6.56,high,3,322548.jpg,,,,,,,
322566,6.32,high,3,322566.jpg,,,,,,,
322602,4.24,low,2,322602.jpg,,,,,,,
322607,6.67,high,3,322607.jpg,,,,,,,
322629,4,low,2,322629.jpg,,,,,,,
322640,4.16,low,2,322640.jpg,,,,,,,
322643,4.4,low,2,322643.jpg,,,,,,,
322690,4.34,low,2,322690.jpg,,,,,,,
322697,4.22,low,2,322697.jpg,,,,,,,
322700,4.39,low,2,322700.jpg,,,,,,,
322711,4.36,low,2,322711.jpg,,,,,,,
322713,6.88,high,3,322713.jpg,,,,,,,
322772,6.56,high,3,322772.jpg,,,,,,,
322784,3.94,low,2,322784.jpg,,,,,,,
322787,4.17,low,2,322787.jpg,,,,,,,
322797,3.92,low,2,322797.jpg,,,,,,,
322805,6.72,high,3,322805.jpg,,,,,,,
322820,7.05,high,4,322820.jpg,,,,,,,
322821,3.55,low,2,322821.jpg,,,,,,,
322823,2.93,low,1,322823.jpg,,,,,,,
322838,3.98,low,2,322838.jpg,,,,,,,
322847,4.28,low,2,322847.jpg,,,,,,,
322898,4.28,low,2,322898.jpg,,,,,,,
322900,4.15,low,2,322900.jpg,,,,,,,
322909,4.2,low,2,322909.jpg,,,,,,,
322913,6.85,high,3,322913.jpg,,,,,,,
322925,4.32,low,2,322925.jpg,,,,,,,
322952,4.32,low,2,322952.jpg,,,,,,,
322969,6.73,high,3,322969.jpg,,,,,,,
322972,6.43,high,3,322972.jpg,,,,,,,
322981,4.28,low,2,322981.jpg,,,,,,,
323015,7.22,high,4,323015.jpg,,,,,,,
323018,4.3,low,2,323018.jpg,,,,,,,
323020,4.44,low,2,323020.jpg,,,,,,,
323023,4.32,low,2,323023.jpg,,,,,,,
323031,4.27,low,2,323031.jpg,,,,,,,
323053,6.59,high,3,323053.jpg,,,,,,,
323057,6.38,high,3,323057.jpg,,,,,,,
323078,6.46,high,3,323078.jpg,,,,,,,
323096,3.93,low,2,323096.jpg,,,,,,,
323100,4.35,low,2,323100.jpg,,,,,,,
323120,4.42,low,2,323120.jpg,,,,,,,
323123,6.4,high,3,323123.jpg,,,,,,,
323149,4.24,low,2,323149.jpg,,,,,,,
323166,3.62,low,2,323166.jpg,,,,,,,
323191,4.43,low,2,323191.jpg,,,,,,,
323209,4.09,low,2,323209.jpg,,,,,,,
323219,6.77,high,3,323219.jpg,,,,,,,
323222,4.28,low,2,323222.jpg,,,,,,,
323337,4.24,low,2,323337.jpg,,,,,,,
323361,3.36,low,2,323361.jpg,,,,,,,
323365,3.88,low,2,323365.jpg,,,,,,,
323369,4.41,low,2,323369.jpg,,,,,,,
323440,3.14,low,2,323440.jpg,,,,,,,
323459,4.03,low,2,323459.jpg,,,,,,,
323467,6.59,high,3,323467.jpg,,,,,,,
323477,4.24,low,2,323477.jpg,,,,,,,
323515,4.16,low,2,323515.jpg,,,,,,,
323533,6.41,high,3,323533.jpg,,,,,,,
323540,6.38,high,3,323540.jpg,,,,,,,
323565,6.59,high,3,323565.jpg,,,,,,,
323580,4.19,low,2,323580.jpg,,,,,,,
323598,3.7,low,2,323598.jpg,,,,,,,
323614,4.39,low,2,323614.jpg,,,,,,,
323621,6.81,high,3,323621.jpg,,,,,,,
323634,3.27,low,2,323634.jpg,,,,,,,
323635,4.12,low,2,323635.jpg,,,,,,,
323664,6.83,high,3,323664.jpg,,,,,,,
323708,6.78,high,3,323708.jpg,,,,,,,
323715,4.04,low,2,323715.jpg,,,,,,,
323716,3.82,low,2,323716.jpg,,,,,,,
323718,6.81,high,3,323718.jpg,,,,,,,
323719,4.3,low,2,323719.jpg,,,,,,,
323735,4.42,low,2,323735.jpg,,,,,,,
323738,4.21,low,2,323738.jpg,,,,,,,
323773,7.34,high,4,323773.jpg,,,,,,,
323787,4.42,low,2,323787.jpg,,,,,,,
323806,6.4,high,3,323806.jpg,,,,,,,
323886,6.89,high,3,323886.jpg,,,,,,,
323913,4.24,low,2,323913.jpg,,,,,,,
323929,6.53,high,3,323929.jpg,,,,,,,
323980,4.26,low,2,323980.jpg,,,,,,,
323984,6.5,high,3,323984.jpg,,,,,,,
324016,4.08,low,2,324016.jpg,,,,,,,
324021,3.69,low,2,324021.jpg,,,,,,,
324088,3.04,low,2,324088.jpg,,,,,,,
324110,6.57,high,3,324110.jpg,,,,,,,
324139,7.06,high,4,324139.jpg,,,,,,,
324164,4.04,low,2,324164.jpg,,,,,,,
324315,3.98,low,2,324315.jpg,,,,,,,
324360,3.64,low,2,324360.jpg,,,,,,,
324402,4.38,low,2,324402.jpg,,,,,,,
324403,4.22,low,2,324403.jpg,,,,,,,
